,Unnamed: 0,category,manufacturer,product,name,date,rating,text,newline_count,review_len,special_char_count,manufacturer_count,product_count
799,799,11stReview,윈드피아,선풍기,keki***,2015.07.25,5,완전 적극 추천 아직도 모든 제품을 브랜드를 보고 구매하시나요? 사실저도 그랬는데 요즘엔 생각이 좀 바뀌었어요! 거의 모든 가전제품이나 생활용품 기타등등 중국이나 아시아권에서 조림되어 오더라구요 근데 사실 아직까지는 브랜드와 중소 기업 제품에 차이를 크게 모르겟습니다. 오히려 가격도 저렴하고 제품도 좋은듯해요 고민하지마시고 구매하셔서 보세요 마음에 쏙~~ 드실겁니다. 완전 강추!!!,0,215,7,0,0
801,801,11stReview,윈드피아,선풍기,redf****,2010.07.09,5,올여름 유난히 더운것 같아서 선풍기를 한대 더 샀는데요 배송도 빠르고 제품도 상당히 좋습니다. 저렴한 가격에 구매해서 제품이 안좋을까봐 걱정을 많이 했는데 어익후~괜한 걱정했군요!!! 예전에쓰던거는 날개가 자꾸 부러져서 날개만 따로몇번을 샀는지 에휴 결국 고장나버려서 버렸지만 이제품은 날개가 안부러집니다. 암튼 전체적으로 대만족입니다. 판매자님 대박나십쇼!!!,0,202,7,0,1
804,804,11stReview,윈드피아,선풍기,wlsv*****,2014.08.04,5,두개를 주문했는데 한개가 불량이더라구요???-_- 그래도 별 문제있을것같진않아서 걍 조립했는데 1단계에 놨는데도 바람이 강하다...! 바람이 세서 좋더라구요 ㅎㅎ 네이버 검색해보니까 길어야 3개월 쓴다는데 여름에 반짝 빛날 아이템인듯 ㅋ 싼게비지떡? 그래도 바람 세고 좋음,0,152,7,0,0
808,808,11stReview,윈드피아,선풍기,ntpg****,2016.07.04,5,"우선 여기저기 오픈마켓, 오프라인등 많이 찾아 보았는데, 판매자님이 판매하시는 상품이 가장 저렴합니다~! 무엇보다 오프라인보다 많이 저렴한 것이 좋네요.. 가격이 저렴하면 의심하고 보는 부분이 하자가 있는 것이 아닌가 하는 것인데, 전혀 그럼 문제도 없고, 하튼 너무너무 좋네요~~~!! 품질도 좋고 가격도 좋고 배송도 빠르고 너무너무 만족스럽네요~~!! 앞으로도 번창하시고요~ 좋은제품 많이많이 판매해 주시기 바랄께요~~ 감사합니다~!!",0,245,17,0,0
812,812,11stReview,윈드피아,선풍기,sang***,2012.07.31,5,"스탠드형 선풍기 구매한지 한달이 넘었는데요, 정말 바람이 시원하고 센것 같아요~ 넓은 방에 제격이죠, 저는 방이 작아 바람이 회전을 안해도 거의 벽을 맞고 분사되는 것 같아요~ㅋ 그래서 엄마 드리고 저는 작은 걸로 사려구요~ 정말 조립도 간편하고 디자인도 깨끗하고 날렵해 보여요~ 기존의 선풍기 보다 키가 커서 침대사용하시는 분들이 좋겠어여~ 메이커 제품들보다 디지지않는 성능에 만족합니다~~",0,219,7,0,2
817,817,11stReview,윈드피아,선풍기,bin9***,2011.07.22,5,너무하신거 아닙니까? 이걸 만드시는 분들도 생각좀 해주셔야죠 이런 어의없는 싼가격으로 이런 제품을 받아 볼수 있다니요? 아~ 정말 대한민국 제조업의 미래가 안쓰럽습니다 16인치 정말 잘돌아갑니다^^ 리모컨도 하나 끼워서 판매하세요 비싸게 다른 일반 제품들은 거의 5~10만원 수준인데 어찌 이런 가격을~ 한 4만원 부르셨어도 당장 구매 하터인디 암튼간에 감사합니다,0,203,7,0,0
818,818,11stReview,윈드피아,선풍기,ekli**,2015.08.20,5,갑자기 선풍기가 고장나서 얼른 주문했어요~ 타이머 기능이 특히 맘에 드네요 ㅎㅎ 잘때 7시간 맞춰놓으면 아침에 딱 꺼져있어요 ㅋㅋㅋ 아기 있는집이라 수면풍도 좋구요^^ 메이커면 두배는 더 비쌀텐데.. 너무 싸서 혹시 중간에 고장나도 안아깝게 저렴한걸로 골랐는데 엄청 맘에 듭니다!!,0,157,5,0,1
823,823,11stReview,윈드피아,선풍기,rim2***,2015.08.18,5,전에쓰던 선풍기 목이 떨어져서 새로구매했어요~ 실제로보지않고 구매하는거라 좀 긴가민가했지만 가격대비 튼튼하고 이뻐요^^전에쓰던 선풍기는 바람이별로안시원했는데 이번에구매한건 시원하고 소리도조용하고 바람이멀리까지 잘오네요~ 잘사용할게요~ㅎㅎ,0,132,5,0,2
824,824,11stReview,윈드피아,선풍기,binc***,2013.05.30,5,"먼저 배송 빨랐구요 박스안도 완충재포장으로 긁힘없이 왔어요 조립도 쉬운편인데, 조금 무게감이 있네요 다 조립하고 가동~ 소음도 생각했던것보다 적고, 1단인데도 다른선풍기 2단 이상 이라는~~~ 무엇보다 엔틱하고, 고급스러운건 이 선풍기 따라오기 힘들듯 하네요 암튼 전체적으로 만족한 상품~~~",0,163,7,0,2
825,825,11stReview,윈드피아,선풍기,wnaa**,2011.06.30,5,선풍기 뒷면보고 완전!! 깜짝놀랐지만... 그래도 계속쓰니깐좋아요;;; 뒷면에서 이물질이 나올 듯 했지만 ~ 선풍기 끌고 다녀도 그렇지는 않네요~ 그런데 무거워서 이사할 때 문제이기는 하지만... 그리구 시간 조절하는 부분이 쫌 번거롭고 바람세기등에 있어서는 값만큼만 하는 것 같아요.. 그리고 모터 흔들림이 있답니당~,0,178,5,0,2
830,830,11stReview,윈드피아,선풍기,jinl*******,2020.07.28,5,여성도 쉽게 조립했으며 시원하고 소음도 적어서 너무 좋네요 가격에 비해 넘 좋은 상품이네요 ~~ 좋은상품 많이 파세요 짱~~~~ 단점 제가 본건 없어요 아이들도 저도 시원한 여름 보내리란생각에 좋네요,0,111,6,0,0
831,831,11stReview,윈드피아,선풍기,koz1**,2012.07.09,5,"기존에 사용하던거 사려고 했는데.. 아쉽게도 판매가 안되더라고요 ㅋ 품절!! ㅋ 그래서 뭘 살까 고민하다가.. 여기저기 둘러보니.. 가격대비 성능이 좋다는 평이 많아서 구입했어요 ㅎㅎ 배송은, 생각보다는 느렸구요 ㅋ 그래도 완전 느린건 아니었어요 ㅋ 조립은 간단해서 그냥 뚝딱했고.. 테스트해보니.. 바람도 세고 좋아요 ㅎㅎ 그런데.. 바람이 너무 세서 그런가 바람소리가 조금 큰듯해요 ㅋ 그리고 인터넷에서 본거보다.. 버튼 색깔이.. 조금 ㅋ 안예뻐요;; 뭐... 그렇게 이상한건 아니라 ㅋ 암튼 가격대비 만족합니다. :-)",0,294,5,0,0
833,833,11stReview,윈드피아,선풍기,ninz*****,2013.06.06,5,날개 7개인건 처음 써보네요 색깔 부터가 시원한 느낌이 들구요 크기는 작은듯 한데 방에 놓고 쓰기엔 적당하고 약하게 틀어도 꽤 시원하네요 요즘엔 일교차가 커서 바람이 차가울정도?^^ 그리고 처음에 배송이 잘못와서 문의했더니 제가 반품하기도 전에 다음날 바로 새물건 왔더라구요 배송도 빠르고 이가격에 이정도면 완전 만족해요^^,0,181,5,0,0
845,845,11stReview,윈드피아,선풍기,ekfd****,2014.08.07,5,나에게선풍기 님이 사라지고 난뒤.. 다시금 구입하겠노라..다짐 하고 구입을 할려고 돌아당긴 끝에.. 저렴한 가격에 구입한 선풍기.. 날개가 7개라 그런지 정말로 시원하구 좋네여.. 예전에 고장난 선풍기는 대충 하여서..어찌 내방에 선풍기가 풍년이네.... 근데 지금은 쓰고있는것은 오늘 배송이된 선풍기.. 배송도 빠르고 무지 맘에 드네여.. 번창하세영..,0,198,0,0,5
847,847,11stReview,윈드피아,선풍기,nobl********,2011.07.14,5,공부방을 하는데 에어컨은 있는데 선풍기가 없어서... 찾다가 구매했습니다. 3만원도 안되는 가격에 큰 선풍기에 리모콘까지~~ 정말 대박상품이 아닐 수 없습니다. 리모콘이 조금 조잡한 느낌은 있습니다만... 전원이라던가 등등의 위치가 급조한 듯한... 하지만 기능은 아~~무 이상없이 잘만 됩니다. 마트에 가도 작은 선풍기 3만원 넘는데 큰 사이즈로 득템했네요,0,200,4,0,3
848,848,11stReview,윈드피아,선풍기,kstl****,2015.07.13,5,"윈드피아 선풍기 작년에 쓰던 선풍기가 사망하셔서 급하게 선풍기를 구매하게 되었습니다. 쇼킹딜을 자주 애용하는데, 다행히도 선풍기가 있더라고요. 제가 찾는 옵션은 두가지 첫째,애기들이 있어서 초미풍이나 미세풍이 되는 제품 둘째, 리모콘이 있는 제품 이렇게 찾다가 찾은것이 윈드피아 선풍기네요. 가격도 참 착하고 잘 산것 같습니다. 선풍기 필요하게되면 또 구매할께요.",0,203,0,2,6
860,860,11stReview,윈드피아,선풍기,kmy5*****,2020.07.11,5,소음도 크지않고 미세풍 미풍 약풍 강풍 자연풍 다섯단계로 다양한 풍속이 있어 좋습니다 어르신과 쓸때는 미세풍으로 쓰시면 춥지않고 좋다고 하시네요~~^^ 버튼이 커서 발로도 충분히 조작가능하고 이 가격에 리모콘까지!! 아주만족합니다,0,128,6,0,0
862,862,11stReview,윈드피아,선풍기,soni**,2013.07.26,5,"정말 가벼워요 이렇게 가벼운 선풍기는 처음입니다. 가벼워서 이리저리 이동하기에 정말 부담이 없네요 그리고 풍속이 짱이에요. 1~3단까지 있는데, 1단이 마치 강풍처럼 시원해요. 단점을 굳이 찾으라면 선이 조 짧네요. 그래서 좀 웃겼요. 그것때문에 크게 불편하지는 않아요. 방이 그다지 넓은 편이 아니라서요... 여러면에서 적극 추천합니다. 아!!!! 가격이 정말 싸요^^",0,207,7,0,1
867,867,11stReview,윈드피아,선풍기,rose****,2013.08.09,5,조립도 간편해서 좋았구요 ㅎㅎ 비록 친구가 조립해줬지만. .. ㅋㅋㅋ 그리고 시원하고 180분까지 있어서 좋구요 ㅇㅅㅇ 특히 화이트여서 맘에드네요 ㅎㅎ 그리구~~~ 아!! 길이조절하는것도 아주잘되요 ㅋㅋ 버튼같은걸 꾹 누르고 늘리고 줄이고 아주잘되요 그리구 불빛도 아주잘 들어오구요 ㅎㅎ 밤에 선풍기에 걸려 다칠일없을것같아요!!! 많이 파세요!!,0,193,10,0,1
876,876,11stReview,윈드피아,선풍기,k23g****,2012.07.10,5,가격대에 믿기지 않게 좋은 성능!! 엄청 시원하구요~ 오래틀어놔도 모터가 뜨거워지거나 이상한 소리가 나지 않아요 보통 7시간정도 트는데 7시간 후에도 모터가 차가워요 그만큼 성능이 좋은 모터를 사용하였다는 의미겠죠? 타이머 역시 돌리는거라 걱정했는데(소음) 전혀 소음이 없고 조용해요 약풍으로만 틀어놔도 엄청 시원하구요 사고 후회안했습니다,0,189,6,0,0
897,897,11stReview,윈드피아,선풍기,albe******,2013.07.20,5,배송도 빠르고요~ 가격도 저렴해서 구매했어요~! 상품받았을때 색깔도 이쁘고 좋았는데 조립하고 보니까 냄새가 너무 많이 나서 방에서 틀기가 좀 그랬어요~! 하루종일 마루에서 틀어서 냄새를 없앴고요 지금은 너무 좋아요~ 새로 사시는 분들은 하루정도는 냄새나니까 환기시키고 하루종일 정도 틀어보면 냄새는 다~도망가요~~ 아주 이쁘고 가격도 저렴해서 적극 추천해요~!,0,201,11,0,0
910,910,11stReview,윈드피아,선풍기,popo****,2015.07.26,5,"완전 좋아요~ 두개를 구매했어요. 높은거 블랙색상 리모컨 있는거랑, 동일한데 미세풍 되는거 각각 써보려구요~ 근데 둘다 너무좋네요ㅠㅠ 여름에 선풍기가 이렇게 시원한건지 새삼느껴요! 열대야도 걱정없어요 ㅎㅎ 정말!!",0,119,5,0,1
916,916,11stReview,윈드피아,선풍기,egdw****,2015.06.11,5,좋네요^^ 전 침대에 쓰려고 일부러 키높이에 리모컨형 했는데요~ 블랙이라 뭔가 고급져보이고 리모컨형이라 사용하기 편해요~ 인치가 커서 그런지 바람도 더 쎄고 ㅎㅎ 높아서 침대에서 사용하기 아주 좋네요^^,0,113,6,0,0
917,917,11stReview,윈드피아,선풍기,pckp***,2011.06.27,5,감사합니다 선풍기덕분에 밤에잘때 이제 시원하게 잘수있게되었어요 대게 시원하구 배송도 빠르고 가격도 저렴하고 좋아요 다맘에들어요 감사합니다.더운여름 선풍기 하나사셔서 시원한여름보내세요~~~^^,0,106,5,0,2
920,920,11stReview,윈드피아,선풍기,hwan*****,2013.08.20,5,남편이 사무실에서 사용할 선풍기를 원했어요.. 오래 사용하고 싶은 생각에 집은 신일이나 한일로 구입했는데 사무실이라고 해서 가격이 좀 저렴한 걸로 찾다가 만난 제품^^ 근데 정말 좋아요~^^ 바람 시원하고 제품 외관 깔끔하고.. 남편이 무척 좋아했답니다.. 제품보고 저도 저렴하고 좋은 이걸로 구매할 껄 그랬나 후회도ㅋㅋㅋ,0,180,5,0,1
923,923,11stReview,윈드피아,선풍기,kerr******,2011.06.23,5,우선 빠른배송에 감사드립니다~ㅋ 가격이 저렴하여서 내심 걱정을 하였습니다만 받고나서 집에가서 조립하고 사용해보니 아주 흡족하네요^^ 크기도 딱 적당하고 맘에 쏙 듭니다. 제품에 가끔 하자가 있다는 댓글을 보고 요리조리 살펴보았는데 제 선풍기는 아무 하자가 없어서 좋았습니다^^ 많이 파시구 번창하세여~~~,0,170,8,0,1
925,925,11stReview,윈드피아,선풍기,jiyo********,2013.07.31,5,머리통이 쇠로 되있어서 괜찮네요~ 전에 싸서 산 선풍기는 날개끼우는 모든 모리통이 다 플라스틱이라 반품했는데 이건 괜찮아요~리모컨도 편하고 흰색이 깔끔하니 좋네요~강추합니다~^^,0,99,6,0,1
932,932,11stReview,윈드피아,선풍기,redi***,2013.08.11,5,선풍기를 십년만에 구입~! 16인치를구매~! 가정용ㅇ같지않게. 크더군요~! 벗 디자인도 이쁘고~! 단 선풍기 철망 부분 고정 플라스틱이 부서져서 와서 그냥 쓰고있답니다. 담당자분이 플라스틱좀 보내주세요,0,112,8,0,2
966,966,11stReview,윈드피아,선풍기,heo0***,2011.07.19,5,역시 실제로 보고 산것이 아니라 생각보다 조금 커서 보고 살~짝 당황햇지만... 그래도 바람은 시원하고 좋아요^^ 조립도 간편하게 할 수 잇엇구요~~ 여자분들도쉽게할수잇는..^^ 하얀색감이란 디자인도 너무에쁘구여^^,0,120,9,0,0
971,971,11stReview,윈드피아,선풍기,cool*****,2015.12.16,5,"성능 좋은 선풍기여요. 무더운 여름 선풍기를 사려고 하이**, 전자**...... 여기 저기 돌아다녔었죠.. 더움에 짜증나고 가격에 놀라 더 짜증나고 결국 구입하게된 선풍기 가격이 너무 싸서 성능과 견고함이 뒤지지 않을까 걱정했지만 고민 안녕~~ 엄청 시원하고 바람세기도 만족합니다. 좋은 제품 저렴하게 구입하게 해주셔서 감사감사~~~",0,187,9,0,3
975,975,11stReview,윈드피아,선풍기,grac******,2011.08.02,5,다른 곳에 비해서 정말 싸고 좋아요.. 한번에 여러대를 구입하게 되서 다른 곳에서 사기 너무 부담되서 이곳에서 사게됬는데. 가격대비 정말 만족이에요.. 밤에 안경까지 벗고 깜깜한 방돌아다니면 정말 잘 안보이는데. 선풍기에 불이 나오닌까~ 방을 대충 가늠하고 다닐수 있어서 좋아요 소리도 그렇게 시끄러운 편도 아니고~ 가격대비 만족입니다~^^,0,190,5,0,1
1026,1026,11stReview,윈드피아,선풍기,wwwa*****,2015.06.15,5,잘 받았습니다. 많이 파세요 ^^ 배송빠르고 잘됩니다. 소음이좀있긴한데..3만원짜리치고 외관도 고급스럽고(가격대비) 만족합니다! 시원해요! 근데 리모콘은 몸통쪽으로 정확히 조준해야,0,100,6,0,0
1031,1031,11stReview,윈드피아,선풍기,wowe****,2015.06.27,5,주문하고 이틀만에 배송도착했습니다!! 선풍기가 갑자기 고장나는 바람에 급하게 구매했지만 싼가격에 좋은 물건 산거 같아서 완전 대만족합니다!! 많이 파세요~~,0,87,6,0,1
1057,1057,11stReview,윈드피아,선풍기,ljy3***,2016.08.16,5,선풍기 분홍분홍한데다가 리모컨도 애기 발바닥 만해서 너무너무 귀엽더라구요 근데 성능도 가격에 비해서 너무 훌륭한거 있죠 소음에 민감하신 분들은 미풍도 소음이 쌘편이긴한데.. 저는 그냥 쓸만해요^^ 바람쎄기도 다른 선풍기보다 2배이상 쌘거 같구요!! 잘샀어요 ~~! 강추요!,0,152,8,0,2
1081,1081,11stReview,마이펫,간식,kjd0***,2021.06.16,5,배송이 늦을까 걱정했는데 다행이 빨리 와서 간식이 떨어지지 않았어요 ㅎㅎㅎ 한달에 한번은 무조건 구매하고 있네요~~~ 아이들이 여전히 잘 먹어줘서 너무 고맙네요~~~,0,92,6,0,1
1089,1089,11stReview,마이펫,간식,jokr******,2021.07.14,5,갯수맞춰서 잘 왔습니다 많이파세요~~~~~ 이렇게 구매하니 올프라인에서 구매하는 것보다 저렴하네요 집에서 편하게 받아볼 수 있고 좋네요,0,75,5,0,0
1090,1090,11stReview,마이펫,간식,11번가매니아,2021.07.11,5,애기가 엄청 좋아하네여 ㅎㅎㅎㅎ 배송도 빠르고 유통기한도 길어서!!!! 넘 만족합니다 ㅎㅅㅎ!!! 안전하게 잘 도착했습니당 ㅎㅎ 항상 먹던거라 잘묵네요>_<,0,87,9,0,0
1175,1175,11stReview,마이펫,간식,kjd0***,2021.06.27,5,한달에 한번은 꼭 구매해요~~~~ 아이들이 항상 잘 먹어줘서 열심히 구매하고 있네요~~~,0,49,7,0,0
1215,1215,11stReview,마이펫,간식,Ucity,2021.06.16,5,3개라 양도 많고 좋아요~~ 가격도 저렴해서 좋아요~~~,0,31,5,0,0
1258,1258,11stReview,마이펫,간식,shc2*************,2021.07.09,5,울 강쥐들의 최고의 간식~~ 넘 잘 먹어서 살찔까봐 걱정이예요!! 한번 주면 계속 달라고 떼부리네요~ㅎㅎ,0,58,5,0,1
1292,1292,11stReview,마이펫,간식,srou**,2021.07.13,5,힝상 우리 강아지들을 위한 대표 간식~~!! 요즘은 서비스도 잘 주시고 너무 좋아요~~~!!!! 감사합니다~!!!,0,63,15,0,1
1324,1324,11stReview,마이펫,간식,part**,2021.06.16,5,늘 주문하던곳 저렴하니 마구마구 담았고 우리아이는 많이 먹어서 살만 찌네유~~ㅋㅋ?>?< ?,0,51,7,0,0
1325,1325,11stReview,마이펫,간식,part**,2021.06.16,5,늘 주문하던곳 저렴하니 마구마구 담았고 우리아이는 많이 먹어서 살만 찌네유~~ㅋㅋ?>?< ?,0,51,7,0,0
1334,1334,11stReview,마이펫,간식,shor*****,2021.07.09,5,배송이 빨라서 급하게 사도 조급함이 없어요. 늘 감사합니다~~~~~,0,37,5,0,0
1423,1423,11stReview,마이펫,간식,얼굴미인영,2021.07.02,5,다사고싶은맘이네요~~~ 울도담이가다잘먹어요~~ 국산제품으로만구입하다보니 다양하게구입했답니다 ？오에용♡,0,56,5,0,0
1435,1435,11stReview,마이펫,간식,dldm*****,2021.07.06,5,믿고 먹는 소세지 !!!!!,0,15,5,0,0
1451,1451,11stReview,마이펫,간식,hyos*****,2021.07.07,5,울 강쥐 간식 아주 잘먹어요!! 배송도 빠르고 굿굿굿!!!! ?,0,35,7,0,1
1565,1565,11stReview,마이펫,간식,7년자취왕,2020.09.22,5,"""본 후기는 직접 상품을 구매하여 영상 리뷰를 작성한 후, 소정의 보상금을 지급받는 꾸루 활동으로 작성한 후기입니다."" 우리 밍키 간식을 리뷰해보았는데요!! 가장 잘 먹는 3제품는 영상으로 리뷰해봤어요!! 이곳의 장점:1. 가격이 싸다! 2. 다양하다. 3. 나가지 않아도 된다! 4. 배송이 빠르다 입니다!! 가격도 싸고 종류도 많아서 우리 밍키 간식 주기에 좋았습니다!! 그리고 한번씩 20%쿠폰도 주시더라구요. 저는 못 받았습니다만... 배송도 밤에 주문했는데, 다음날 저녁에 도착했어요!! 급할 때, 싸고 좋습니다. 이곳의 단점:1. 가격이 싼 만큼 크기가 작다. 2. 너무 선택지가 많아서....뭐가 좋은지 모른다 볼펜으로 표시를 해두었지만, 약간 크기가 다 작더라구요. 그리고 보시면 아시겠지만, 너무 종류가 많아서 진짜 고르는데만 한시간입니다.. 그것을 제외하고는 정말 좋습니다. 밍키가 잘 먹기도 하구요! 그리고 밍키가 나이가 조금 있어서 단단한 것은 리뷰를 하지 못 했어요!! 단단한 제품은 다른 분 리뷰도 참고해주세요!!",0,525,22,0,2
1568,1568,11stReview,마이펫,간식,sayj*****,2020.04.22,5,싼가격이라 맘 먹고 대량구매 했습니다~~~ 나중에 따로 사주다 보면 돈이 더~~~~ 들더라구요~~^^ 아주 맛나게 드십니다~~~^^,0,73,16,0,0
1578,1578,11stReview,마이펫,간식,S|10***************,2020.08.09,5,넘 질먹어용~^^배송도 빠르고 가격도 좋아서 여기서 간식주문하고 나면 참 든든하구 좋네용~^^,0,52,6,0,1
1597,1597,11stReview,닥터자르트,시카,귀요미양양♡,2021.06.18,5,제가 딱 찾던 제형 이에요! 향은 풀잎향이 나구요~ 제가 전에 쓰던 시***썬크림 제형이랑 비슷한것 같아요*_* 단종되서 못썼었는데 ㅜㅜ 첫째로 물놀이에도 지속되는 워터프루프 선크림이라서 좋았고 제형이 매우 맘에 듭니다~^^ 부드럽고 촉촉하게 스며드는 ... 전 지복합성 피부이지만 건성피부도 좋아하실 것 같구요~ 화장이 엄청 잘 먹을거 같아염*_* 유통기한도 여유있고 닥자 썬크림 하나씩 사보고 있는데 매우 만족이요~^^ 현재 닥자 썬중에 이 제품이 제 마음 속의 1위 입니다 ㅋ 그외의 느낌은 더 써봐야 알 것 같아용♡_♡☆,0,295,16,0,0
1598,1598,11stReview,닥터자르트,시카,곰곰,2021.07.14,5,톤업 플로이드는 마스크로 얼굴의 반을 가리고 생활하다보니 기초말고는 아무것도 바르지 않았는데 피부톤의 생기를 주는정도의 톤업이되고 마스크에 묻어나지 않고 묽은제형이어서 잘 펴발라지고 뭉침도 없어서 부담 없이 바를 수 있을것 같아요~ 모이스처라이징 선크림은 팔이나 목에 바르려구요~ 잘펴바르고 보니 반짝반짝 빛이 나요~ 푸석한 피부가 촉촉해보이더라구요~ 유분기가 많아서 인가?ㅋㅋㅋ 저한테는 좋더라구요. 둘의 단점은 용량!!! 샘플 주문한줄 알았어요..ㅠㅠ 너무 심하네요. 유효기간은 엄청 길어요~,0,277,9,0,0
1602,1602,11stReview,닥터자르트,시카,귀요미양양♡,2021.06.28,5,머드마스크 써봤는데 생각보다 너~~무 좋더라구요! 모공도 좁아지고 피부톤도 환해진 느낌적인 너낌! 구래서 주문했어요 ㅋㅋ 중요한날 전날엔 무조건 머드마스크 해야할 것 같은 ㅋㅋ 꼭 한번 써보세용~ 동생들한테도 하나씩 써보라고 주려구염^.~♡ 피부미인 되구파염~*_*☆,0,149,10,0,0
1607,1607,11stReview,닥터자르트,시카,zzzz***,2021.07.05,5,"바이옴 에센스 245ml 대용량 구매했어요 ~~ ^^ 속건조에 좋다고해서 구매해서 사용하고있어요~ 성분도 착하고 , 바르면 촉촉해요 ~ 너무 가볍지도 무겁지도 않아서 사용하기 적당해요 ~~ ^^",0,108,10,0,0
1613,1613,11stReview,닥터자르트,시카,silk***************,2021.07.13,5,닥터자르트 토너가족 만난 거 같은 느낌이 드네요 ㅎㅎㅎㅎ 큰용량서부터 작은용량에 마스크팩까지~^^ 샘플 써보고 넘 맘에들어서 샀는데 앞으로 토너는 시카패어 시리즈 로 정착하려구요^^,0,101,5,1,1
1630,1630,11stReview,닥터자르트,시카,alsw******,2021.06.15,5,빠른 배송으로 수령했으며 포장도 너무 꼼꼼하네요~~~ 피부에 자극 없이 바를 수 있어서 좋구요~~ 크림만 발라도 건조하지 않아요~~ 잘 바를게요!! 많이 파세요!!^^,0,93,13,0,0
1687,1687,11stReview,닥터자르트,시카,iami*****,2021.07.07,5,정말 촉촉한게 제가 찾던 로션이예요! 더운 여름에 무겁지 않고 좋은거 같아요!! 굿굿^^!,0,50,6,0,0
1705,1705,11stReview,닥터자르트,시카,qudt***,2021.07.15,5,향이 너무 좋습니다~아주 고오급진 풀향?허브향? 여름날씨에 너무 딱맞는 토너입니다. 분명 발랐는데 엄청 촉촉한데~~전혀 끈적거림이 없어요. 진짜 강추입니다~,0,87,6,0,0
1706,1706,11stReview,닥터자르트,시카,qudt***,2021.07.15,5,여행용이 있어서 너무 맘에 들어요~~ 펌핑형태로 되어있어서 사용하기도 편하고 향은 거의 없다시피해서 부담없습니다^^ 아주 촉촉하네요~~,0,75,6,0,0
1707,1707,11stReview,닥터자르트,시카,qudt***,2021.07.15,5,야외활동하고 나서 극강의 피부진정이 필요할때 쓰려고 쟁겨놨습니다~~ 아직 안써봤지만 기대합니다^^ 처음 써보는 고무팩~~ 내가 찾던 상품이었으면 좋겠어요,0,85,6,0,0
1724,1724,11stReview,닥터자르트,시카,leey****,2021.06.18,5,여름에 사용하기에 너무 좋은 미스트입니다~~ 자꾸 사용하게 되요~~ 가격도 저렴해서 너무 마음에 듭니다!!!,0,60,7,0,0
1757,1757,11stReview,닥터자르트,시카,Jennyhoon,2021.06.15,5,쓰던제품이라 재구매~ ~ 했어요^^~ 배송도 빠르고 좋아요,0,32,5,0,0
1762,1762,11stReview,닥터자르트,시카,shin****,2021.06.27,5,배송 진짜 빨라요^^ 하루 만에 왔습니다 추천해요~~!,0,30,5,0,0
